583.21,-251.5,-326.17
589.1,-247.56,-329.24
594.9,-243.59,-332.29
600.6,-239.57,-335.32
606.21,-235.52,-338.33
611.72,-231.43,-341.31
617.13,-227.31,-344.27
622.45,-223.14,-347.2
627.67,-218.95,-350.1
632.79,-214.71,-352.97
637.81,-210.45,-355.8
642.73,-206.15,-358.6
647.54,-201.81,-361.36
652.26,-197.45,-364.08
656.87,-193.05,-366.77
661.37,-188.63,-369.41
665.77,-184.17,-372
670.07,-179.69,-374.55
674.26,-175.17,-377.05
678.34,-170.63,-379.51
682.31,-166.06,-381.91
686.18,-161.47,-384.26
689.94,-156.85,-386.56
693.59,-152.2,-388.8
697.12,-147.53,-390.99
700.55,-142.84,-393.12
703.87,-138.12,-395.19
707.07,-133.38,-397.2
710.17,-128.63,-399.15
713.15,-123.85,-401.03
716.01,-119.05,-402.86
718.77,-114.23,-404.61
721.41,-109.39,-406.3
723.93,-104.54,-407.92
726.34,-99.671,-409.48
728.64,-94.786,-410.96
730.82,-89.885,-412.38
732.88,-84.97,-413.72
734.83,-80.042,-414.99
736.66,-75.101,-416.19
738.38,-70.148,-417.31
739.97,-65.184,-418.36
741.45,-60.21,-419.34
742.82,-55.226,-420.23
744.06,-50.233,-421.06
745.19,-45.233,-421.8
746.2,-40.225,-422.47
747.09,-35.211,-423.06
747.86,-30.191,-423.58
748.51,-25.166,-424.01
749.05,-20.138,-424.37
749.46,-15.106,-424.64
749.76,-10.072,-424.84
749.94,-5.0365,-424.96
750,-9.7972e-14,-425
